0.112952 0.00669896 -0.123874 0.553842 0.0586731 0.0259987 0.0158135 -0.0428596 -0.0101852
-0.168748 -0.0998266 -0.0515015 0.205159 -0.0531359 -0.0130622 0.0167785 0.0699144 0.0298407
-0.0343234 -0.0797415 -0.130591 0.00158599 0.0289951 0.00247739 0.0166317 -0.0123634 0.0141543
-0.127456 -0.145975 0.074829 -0.13718 -0.0139087 -0.0138147 0.0149328 0.0288415 0.0287475
0.0504807 0.0215416 -0.153655 0.189602 0.0370357 0.0295332 0.0105682 -0.0264675 -0.018965
-0.0774205 -0.0721301 0.136602 -0.330568 -0.00614107 -0.00145884 0.00567323 0.0118143 0.00713208
-0.0792873 0.0561328 0.0262907 -0.00896564 -0.00361407 0.0309533 0.00820024 0.0118143 -0.0227531
-0.077105 0.0623463 -0.129202 0.123972 -0.00245497 0.0265281 0.00935934 0.0118143 -0.0171687
-0.126435 0.402035 -0.00481772 0.400908 -0.00587107 0.0615205 0.0127575 0.0186286 -0.048763
-0.0618926 0.104861 -0.104959 -0.0431868 0.00276641 -0.00300267 0.0115914 0.00882497 0.0145941
-0.0794655 0.0496294 0.0747347 -0.0123882 0.00348627 -0.00576402 0.0148422 0.0113559 0.0206062
-0.0157087 0.0841331 0.197154 0.0728945 0.014318 -0.00193521 0.0185148 0.00419675 0.02045
0.0722705 0.13912 -0.0262698 0.398061 0.0228052 0.00992407 0.0188247 -0.00398053 0.00890063
0.0659958 0.0525275 -0.166496 0.111294 0.0190425 -0.0164519 0.0182893 -0.000753176 0.0347412
0.0150049 -0.10852 -0.0594035 -0.378553 0.0146568 -0.0481154 0.0205334 0.00587658 0.0686488
0.00804599 -0.135716 -0.0124638 0.0554724 0.0109457 -0.0380904 0.0186992 0.0077535 0.0567896
0.010774 -0.101764 -0.0646014 0.232055 0.0141847 -0.0120411 0.0224016 0.00821694 0.0344427
0.00326163 -0.0839885 -0.127752 -0.102146 0.0168466 0.00457868 0.0266054 0.00975878 0.0220267
-0.0111677 -0.12807 -0.110956 -0.0720657 0.0110079 -0.0194304 0.023215 0.0122071 0.0426454
-0.00300214 -0.158288 0.011541 -0.128286 0.00930244 -0.0220868 0.0215095 0.0122071 0.0435963
0.0115328 0.740171 -0.00345466 0.22264 0.00993905 0.160162 0.0218722 0.0119331 -0.138289
0.0207837 0.220477 0.0761999 -0.0895532 0.0136608 0.111918 0.0258466 0.0121858 -0.0860712
0.0534955 0.0779012 -0.167061 0.0753562 0.0226899 0.0114001 0.0340254 0.0113355 0.0226253
0.0354033 -0.124372 -0.119408 -0.397247 0.0133007 -0.0448931 0.0277581 0.0144574 0.0726512
0.0234628 -0.187424 -0.005036 -0.246409 0.00671226 -0.0601798 0.0232147 0.0165024 0.0833944
0.0227335 -0.134104 0.138302 0.111234 0.00146058 -0.0340852 0.0183178 0.0168572 0.052403
0.0206642 -0.348576 -0.0354004 -0.442062 0.00169269 0.0408281 0.0185499 0.0168572 -0.0222782
0.021861 -0.306355 -0.0478732 -0.27481 0.00275276 0.0432093 0.01961 0.0168572 -0.0235994
0.0257954 -0.241119 -0.101099 0.14032 0.00311453 0.0480624 0.0199717 0.0168572 -0.0280907
-0.00945932 -0.166513 0.1265 -0.0551206 -0.00319737 0.0538988 0.0156099 0.0188072 -0.0382889
0.0196415 0.00818737 0.0853056 0.253198 -0.000839086 0.0863191 0.0161185 0.0169576 -0.0702006
0.0331002 0.137869 -0.0264925 0.415095 -0.00457221 0.0913893 0.0115738 0.0161461 -0.0798154
0.0211659 0.147764 -0.054422 0.0563905 -0.00554308 0.0690954 0.0112859 0.016829 -0.0578095
0.00278801 0.107925 0.172982 -0.158432 -0.00457674 0.0468048 0.0130687 0.0176454 -0.0337361
-0.00202435 0.189684 0.223126 0.252178 -0.00972364 0.0497144 0.00792179 0.0176454 -0.0417926
0.0326691 0.279552 -0.0412215 0.360241 -0.00288173 0.0599863 0.0121942 0.0150759 -0.0477921
0.0223148 0.157249 0.124581 0.0735672 -0.00313815 0.0266198 0.0119377 0.0150759 -0.0146821
0.0407628 0.177744 -0.0284414 0.0268257 -0.00264623 0.0254773 0.0112171 0.0138634 -0.0142602
0.0292089 0.0825184 0.183031 -0.132551 -0.00479794 -0.00453291 0.00983127 0.0146292 0.0143642
0.0551826 0.145003 -0.00804746 0.35314 -0.000730376 0.0193303 0.0122845 0.0130149 -0.00704581
0.0401337 0.153693 -0.13605 0.0893095 -0.00553991 -0.0431291 0.0081124 0.0136523 0.0512415
0.0364892 -0.224069 0.0280077 -0.153761 -0.00395128 -0.103694 0.00970103 0.0136523 0.113395
0.0313245 -0.0858185 -0.0397994 0.201443 -0.00412481 -0.04351 0.00961983 0.0137446 0.0531298
0.0135903 -0.112671 -0.185055 -0.0363369 -0.00918781 -0.0492495 0.0052964 0.0144842 0.0545459
0.00226623 -0.228932 -0.190841 -0.272271 -0.0100693 -0.0692638 0.00441486 0.0144842 0.0736787
